Tab 4 Code,1,2,2,2,2,5,5,5,5,5,4,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962.25,4.344066,4.8249953,10.204811,1.8826217,6.3229624,-3.945034,11.927194,11.733559,14.273157,10.101989,12.333389,36.619758,8.599099,2.142995,1.6020665,2.8717198,3.8580678,8.2978374,8.7348555,6.8281124,13.670485,4.2150776,9.1141175,-2.139465,-5.1394336,5.0832961,4.1526787,4.5132281,55.833333,81.335633,3.6367149,3.78232,-4.9256003,8.7589823,3.2003966,4.1057697,1.917869,3.5846293,3.0750129,3.0409103,3.4394955,2.7279722,3.7376463,0,0.016333333,1.1853524,2.6383529,4.743113,40.1,0,-0.1,-0.26666667,-12.872398,1.0802707,-35.114276,-33.722843,-36.264673,7.2932444,7.0707241,5.6300163,5.6756116,6.2473979,5.9489049,52.7,54.466667,45.3,50.066667,-11.026958,-2.5801045,-1.2367677,-0.27153402,-0.050125096,0.012979983,0.84924176,1.119964,2.663214,-0.15656813,-0.4616814,-0.24541533,-1.82824,2.9067028,3.9759845,-0.98123313,-0.74487244,-1.4580891,-0.054945588,-0.61127189,0.30606363,0.27369198,0.43331267,-1.8461317,-0.82017978,0.040476578,0.11268707,0.54717979,0.75202289,0.45637466,-0.73843077,-4.4512176,5.1953298,-2.7163399,-2.1935559,-3.3989362,-14.018014,-1.4710745,52.433333,0.77677407,3.190637,-0.29364116,2.2702795,1.1069152,3.2623912,0.15,-0.0066666667,-0.11,-0.19,-0.20333333,-0.14333333,-0.11333333,-0.05,0.086666667,0.3,1.1566667,0.42333333,1.14,0.074531405,-0.19508813,0.18099076,2.0287888,3.9268487,1.0570391,5.432551,2.5110249,0.17554869,0.077358395,-0.30819015,9.6420501,-46.30527,-48.22572,0.42666667,-3.3433333,-44.56169,-4.9666667
1962.50,3.6657783,3.2474365,3.4570627,2.9469984,3.5352278,6.9816255,3.2191482,5.1313786,10.433816,1.7835341,-0.33922264,-22.995861,5.0003873,8.9540528,11.778773,5.0635231,4.2431817,5.6241226,5.3463151,3.5105805,2.879516,3.340692,8.4976383,2.4237698,1.576826,3.3728429,4.5321623,-4.0881752,53.2,81.5601,1.1185067,0.74111934,-5.974719,3.6267387,0.44653404,0.80443196,-0.062394385,2.1303566,-0.11874722,1.4633066,0.90862973,2.3592965,4.4101227,-1,-0.03,1.824302,2.7092132,-0.83597285,40.1,-0.033333333,0.033333333,-0.76666667,24.555565,27.221385,-13.29188,6.2993428,-30.301987,7.2656628,7.0934046,5.530751,5.6347896,6.2331027,5.9627221,50.166667,53.033333,44.633333,43.833333,11.069588,-6.1146904,0.034341487,-0.47545653,-0.35742888,-0.35141455,-0.43073231,-0.1508429,-0.32590202,-0.04110507,0.2344839,-0.58445632,-0.25676445,0.53506479,-4.4566838,-0.41467205,-0.4440079,1.0730271,0.59895955,1.5067935,-0.037404481,-3.6739548,-1.4538525,1.5401106,-2.1569696,-0.31117442,-0.47963972,-0.66112693,-1.8081401,0.070826715,-0.11905683,3.5328893,-2.0516195,0.36234351,1.366858,-1.11137,-8.6756026,-1.1188719,48.233333,2.3360077,3.1381729,1.3337593,5.6011663,1.621922,-2.1959545,0.24,0.12333333,0.19666667,0.16666667,0.10333333,0.11666667,0.04,0.033333333,0.16,0.34333333,1.15,0.34666667,1.0566667,-3.0102641,-1.3051729,-2.2072566,-0.25799902,1.1501122,0.70538579,-2.6525312,0.32047333,-0.84457148,-1.1287043,-1.0970644,1.7104107,-29.288956,-31.160383,0.23333333,-1.63,-27.195274,-2.5666667
1962.75,0.97571523,5.6590378,18.1107,2.4042146,5.2283973,-13.826234,-1.9513914,-2.7349984,-9.8416616,1.8327638,-0.52481967,-8.76506,4.8880445,0.6137193,-2.1050068,4.3498913,3.3630819,2.2275042,2.7857851,1.5350846,4.5650072,0.55381228,1.9243328,4.1015095,5.6844582,1.4682714,3.785059,7.9962075,58.066667,81.634467,1.0102417,-0.16611296,-5.3456767,-0.48460824,0.10297557,0.83198045,-0.93708557,2.129946,1.067458,-0.34954004,1.6499694,2.7433239,3.0350383,-1.3333333,-0.021666667,0.52795294,1.1677462,-2.5573222,39.866667,0,-0.033333333,-0.73333333,10.430636,-20.80032,-10.680704,37.033572,-59.614232,7.3607399,7.1046917,5.6058021,5.7387205,6.3851944,5.9847756,54.066667,57.033333,48.5,49.266667,5.429418,23.590038,0.31102137,0.18513182,-0.17878665,-0.56676269,-0.42664946,-2.4626792,-5.7643179,0.59594434,-0.6239274,1.3262051,0.67155381,-1.4805915,10.354685,0.90465681,-0.22196056,-1.0972106,-0.99103694,-2.5859276,0.17842091,0.4577038,0.44056678,0.48875761,0.74939675,-0.37904291,-0.33884392,-0.33069435,1.6547195,-1.6160668,-0.38143048,0.80526954,3.4796372,1.7194392,1.7995824,1.7129768,0.71584589,-0.5528602,46.1,1.0467163,2.4848012,1.1634203,3.3085259,2.7812688,0.97746841,0.076666667,-0.026666667,-0.12,-0.18666667,-0.13666667,-0.086666667,-0.08,-0.09,0.066666667,0.18333333,1.09,0.35333333,1.0533333,2.5428197,2.2122801,1.7629645,0.65077976,3.7664417,1.777283,0.57596529,-0.62886309,-0.28397911,-2.8283339,-0.2283296,-0.59409628,12.171002,12.107672,-0.08,0.81,16.828321,4.2666667
1963.00,5.2111508,2.6690937,8.6779604,1.6721831,1.8649591,21.723019,4.6219482,-0.6462559,-14.241772,7.8089904,14.202316,9.2693292,-9.3700284,-2.4177001,-9.7864533,7.447074,7.3267091,7.4275435,9.4638885,10.447427,9.3924367,10.921951,-0.27419288,7.2501522,6.0215158,6.1427972,6.9158192,20.308946,56.833333,82.315567,0.71274693,-0.42944471,-3.8751295,-3.4087971,0.27447197,0.81570255,-0.50067807,2.1979865,0.9110139,2.4065975,1.8989682,2.9714139,4.285885,1,-0.019,1.0716911,1.2904238,2.4285558,40,0,0.23333333,0.46666667,6.3269542,45.760952,25.289753,-19.207579,71.276865,7.2522902,7.1223289,5.345519,5.4467374,6.3007858,6.0513045,55,59.6,52.1,47.5,13.869388,10.029811,-0.26239257,-0.040897022,0.3040318,0.65281363,-0.0017878813,1.5899034,3.3483539,0.077463662,0.12915389,-1.1446173,0.087341824,0.21319337,-12.12455,0.074474112,0.64729541,1.1080523,1.7220627,1.9760181,1.5361551,1.5699086,-0.45952431,-2.4518401,0.39102298,0.5820875,0.69168199,0.71830853,0.046137522,1.1976988,0.64346653,-0.0007672862,1.5302454,-1.1638275,-2.6882087,0.84719774,-0.50076227,-1.2049989,49.233333,2.1694272,2.0367745,2.3419007,2.9337352,2.5800841,1.4331283,0.043333333,0.093333333,0.083333333,0.03,0.04,-0.01,-0.06,-0.063333333,0.056666667,0.12,0.98666667,0.30333333,1,1.9643956,0.74590263,0.89805363,-0.51679387,-6.2028151,-4.3789109,0.77125932,0.17272756,0.75580274,0.13389744,0.10966204,0.49514149,37.951213,37.647748,-0.25,1.2333333,34.752179,0.56666667
1963.25,4.9625463,3.8258766,8.8642829,1.6872311,4.4374854,5.733346,18.123775,12.574146,18.409713,8.9766892,27.78328,44.278008,9.319418,-0.52304962,-3.7366064,3.6163229,10.411532,6.8911657,3.9112334,5.5247232,11.87576,3.3530745,3.6893749,16.112868,21.90414,10.991806,10.822563,-10.160901,60.666667,83.783067,2.8580738,2.7281231,4.0276142,7.4875562,1.8477759,2.3359213,1.1464611,2.8380124,2.6619651,1.7774703,2.0611611,2.8515362,2.5065808,-0.66666667,-0.0043333333,2.8865992,3.5056409,2.5226957,40.2,0,-0.033333333,0.2,1.2836255,-16.868351,-6.1437738,-1.7472727,-10.24503,7.4020449,7.1911783,5.6167711,5.8464388,6.3578423,6.0898004,58.533333,63.133333,56.966667,52.6,11.21963,13.030249,-0.71961899,-0.58184203,-0.52769873,0.1771957,0.83943973,1.2409341,2.2655281,-0.083032989,1.5577049,-0.98427878,-2.5365497,0.30687229,-1.83146,2.5068826,-0.72727199,-0.51808587,-1.0069145,-0.97859756,-1.0420308,-0.075350057,-0.23074821,1.8356431,-2.1228174,-0.97568911,-0.93226549,-0.50171332,-0.37723924,-0.57817516,-1.6480322,-1.1204208,-1.8838999,-1.0952325,-1.145965,-1.083017,2.2525423,-1.3817252,60.266667,2.7106826,-0.11901023,2.8801762,2.7948163,1.3306479,-1.7634753,-0.0033333333,0.033333333,0.06,0.11666667,0.11666667,0.07,0.023333333,-0.04,0.083333333,0.20333333,1.0233333,0.25666667,0.89,-0.48618164,-0.77050714,-0.22619475,1.2778196,-0.41305561,0.9921736,0.85660732,0.75172935,-0.033903398,3.9004842,-0.39516221,-0.049486577,24.38264,25.910232,-0.14,-0.076666667,23.127137,-4.1333333
1963.50,7.460553,5.4006834,4.542713,3.2004555,7.9644725,12.923681,10.238533,11.91722,2.7953384,17.528094,7.3308898,-21.959688,10.046133,16.769577,21.569576,10.548042,2.6597902,3.8664919,4.405251,3.1989805,9.1745808,0.80054798,12.320756,0.39803984,-5.0311607,7.4946026,2.6603779,5.1128433,60.133333,83.5563,1.866063,1.5799979,0.065332789,5.6326754,0.82701908,1.0546662,0.499246,2.4944211,0.91463454,1.0224353,1.5072538,2.2471969,3.7875687,0.66666667,0.032666667,2.1253795,2.4787361,1.0799505,40.2,0.13333333,-0.23333333,-0.3,-18.593647,2.0796325,-5.1314082,6.4517528,-16.368108,7.4217758,7.2063773,5.5670714,5.8357849,6.4546743,6.0691969,55.833333,60.633333,47.266667,50,-2.5685489,7.042859,0.33009356,1.3398736,1.6949223,0.15734454,-0.0070617105,-0.029987887,-0.45705944,0.62310964,-0.4275875,2.7044081,3.4464204,0.12364865,10.001149,-0.85820132,0.35634868,-0.51349897,-1.365817,-1.1661782,-1.539178,-0.36273798,1.8361159,1.4010771,1.9873333,-0.5187406,-0.73849858,0.51306139,0.097322124,0.74372323,-2.9481267,-0.37084432,0.61991556,-1.6864568,-1.9644476,-1.2411895,-4.6125765,-1.5398642,59.533333,1.8857249,4.3598799,1.5133972,8.3555281,1.6352536,-3.9420567,0.36666667,0.35333333,0.39333333,0.38333333,0.15666667,0.07,0.066666667,-0.016666667,0.12333333,0.23333333,0.74,0.25333333,0.80333333,0.4065728,-0.65673773,-0.56337596,1.0992535,4.6309409,-0.65607012,0.68410351,0.50446799,-0.65397295,0.80569162,-0.11429525,1.2353314,7.3761897,7.4603079,-0.016666667,0.026666667,1.1756354,1.6
1963.75,3.1008437,3.3816084,6.7787974,0.26191581,5.5011469,5.0505452,12.578931,12.899999,8.0041669,15.835508,11.997941,19.573832,-1.3349002,-3.6450675,-10.7844,5.5473063,6.7054311,6.7089428,6.0610585,5.6680293,8.3261257,4.7699308,11.183575,7.2260447,10.000495,6.3584008,6.8359612,4.5197142,62.7,84.203733,2.167057,0.84240115,-1.527219,-1.2065074,1.1651526,1.8569534,0.16627696,3.5170433,2.1143983,3.1658844,3.2673097,3.4922012,4.8216353,1,0.0056666667,1.5402663,1.4916454,3.0958382,40.166667,0.033333333,0.066666667,-0.53333333,23.463989,-6.715446,-15.162348,-8.4580266,-21.968284,7.3967442,7.2427979,5.5425699,5.8387018,6.381816,6.0882887,56.4,62.1,47.9,44.766667,11.907691,7.8574914,1.625823,-0.45326791,-1.3543697,0.22723677,0.40944706,0.10901827,-0.73962872,0.84542794,0.89948562,-1.6605839,-2.0513675,0.40506108,-5.1955698,-0.60353884,0.56695567,0.99614399,1.3284644,2.8620265,0.25563301,0.28626508,-1.1608727,-0.41564127,0.70432376,2.3515596,2.3803703,-0.3648088,-0.5477291,-0.22210568,7.154434,1.3341084,-0.13843317,6.7413135,10.200757,2.1723869,8.3460002,-4.7410977,69.166667,1.7864101,2.5392336,1.9537162,1.0062537,3.4933199,4.3728901,0.12333333,0.20333333,0.21333333,0.20333333,0.093333333,0.086666667,0.046666667,0.0033333333,0.13333333,0.23333333,0.62333333,0.21333333,0.72,-0.12789081,-0.26094887,-0.36300145,-0.33978523,-0.33080244,7.4281046,0.34243155,-0.34444583,-0.24706038,-0.29045053,-0.28616708,-0.92614072,12.794583,15.188253,-0.023333333,0.27333333,17.673602,0.6
1964.00,8.8681703,7.8637848,14.815963,7.45766,6.0473445,15.982203,14.934853,9.8044837,10.19308,9.5633991,23.783978,23.78603,-0.34681367,1.4338864,-2.1095115,5.9063938,5.4386442,4.6699066,4.2916423,4.4259072,3.332989,4.7134183,11.130539,6.4585552,5.5500792,7.3848682,5.4367403,1.7147639,63.9,84.495633,2.6238533,0.66308366,-1.7086554,-0.69107025,1.0686123,1.1902423,0.89255635,4.0034193,4.0571826,3.1787745,5.304976,3.5577158,4.1109181,1,0.030333333,2.0788376,3.2580103,7.3598036,40,-0.033333333,-0.1,-0.1,-5.6249169,-12.05895,-2.6910241,5.9888829,-11.854671,7.4065083,7.2081068,5.4903142,5.9729611,6.4046773,6.0096319,58.4,61.6,55.833333,49.3,7.4029963,21.902602,-0.94000745,0.41902864,0.55787061,-0.11488452,-0.010828271,-0.45400252,-0.029217002,-1.2781817,0.6425976,1.1193977,2.818448,-0.74067248,-0.64319009,-0.83565984,0.014163044,-1.0000806,-1.100991,-3.5610921,0.66021401,1.6187627,1.4023173,-0.29742717,1.0558945,-2.2438156,-2.2685581,0.091182379,-0.99268529,0.70570131,-6.4222484,0.60614764,1.314211,-3.7799374,-5.6169135,-1.3126007,-5.0849506,-1.6516956,60.233333,-0.27145358,-0.11493284,-0.18698744,5.524999,-1.916969,-4.329359,0.01,0.033333333,0.046666667,0.096666667,0.073333333,0.06,0.043333333,-0.01,0.14666667,0.29666667,0.65,0.19666667,0.65,-1.419744,-0.28601454,-1.0491555,-0.97697451,-2.2880853,-3.4612156,1.168478,0.17225999,0.61736505,-0.029424476,0.05747855,0.72874389,22.673266,23.892938,-0.06,1.09,22.651146,1.6333333
1964.25,4.6180569,7.0236948,10.333099,7.3106453,5.6668641,-1.7536733,-1.0697312,10.07467,13.369386,8.136204,-20.660165,6.5932381,8.8723691,2.5977063,-2.6539651,9.0726856,9.2805327,8.7996434,8.954818,10.223949,12.195872,9.6450946,15.175356,9.7454528,11.744439,11.337218,9.2774637,5.7497333,61.233333,85.544733,2.3947619,2.3291515,0.17558299,5.6659387,1.7662685,2.1563395,1.2007669,2.623736,1.4620615,2.1365259,0.45525235,2.8615837,3.1730253,2.3333333,0.072333333,4.5676581,4.8028571,1.7369754,40.366667,0.16666667,-0.26666667,-0.2,-9.8638277,-11.726279,-20.442886,-36.542065,-3.7609411,7.3054122,7.1553963,5.5161133,5.782799,6.3456364,5.8425778,59.333333,62.733333,58.9,52.3,10.415503,26.758345,-0.11374302,-1.0008138,-0.99537167,-0.56433565,-1.6619056,-1.3941167,-1.872132,-0.42796857,-2.7472755,-1.911302,-2.7331272,-0.087363476,-2.8696652,-0.86734244,0.037479405,0.24191681,2.8869683,5.2802809,1.1903776,-1.8174454,-0.71602497,-0.45237682,-0.92996615,4.4397332,4.8686418,1.8421147,5.0407142,-0.063649199,10.197244,-1.1212045,-1.4862083,-0.78935389,-1.5486921,0.16468338,2.6187489,-1.0880668,61.533333,2.8395848,2.179321,3.0301196,1.025288,3.7327826,1.8384847,0.026666667,-0.053333333,-0.07,0.033333333,-0.0066666667,0.02,0.03,0.02,0.13,0.38333333,0.72333333,0.20666667,0.65,0.24203282,0.14979776,0.15584169,0.60664197,-1.3482995,-2.4692739,-1.4297433,0.12299745,-0.49381579,0.0809121,-0.033742626,0.2343979,13.955886,14.957246,-0.026666667,0.22,13.191586,-1.2666667
1964.50,5.4228817,7.3396555,13.274972,7.1587713,5.5726223,9.3119059,6.3563682,13.366267,12.987296,13.560621,-6.592876,-3.1095699,10.572881,0.26295247,-3.1070614,4.3410393,6.3584914,3.6415147,4.1530009,4.1424688,8.8190862,2.2806936,8.6710466,11.097927,14.542633,8.5713604,6.7269423,-3.5184432,64.166667,86.056967,4.082367,3.9730727,0.41670097,4.61894,3.9604284,5.1648311,2.2057932,3.845221,4.0246159,3.3790577,5.8249929,2.0855599,2.9152042,2.3333333,0.086,0.45122351,0.051375713,2.5544999,40.366667,0.16666667,-0.2,0.26666667,-22.449186,-13.418449,-14.186372,-31.610234,2.4218036,7.3321512,7.1636887,5.5174529,5.8299255,6.3503038,5.9035437,63.166667,67.066667,66.633333,56,9.8653435,-11.747573,0.62744179,0.43843756,0.25669004,0.07991281,0.41258208,0.086051185,0.7409922,-0.71790068,0.20657579,0.83427198,1.3102585,-1.1495974,3.2728946,0.055310159,0.17754876,0.36137749,-1.4683417,-2.5387195,-0.74733281,1.1344259,0.12101045,1.1052341,0.46042359,-2.6887525,-3.085283,-1.7855046,-4.003849,-0.42783026,-5.3076285,3.2954063,-2.6054012,2.2043385,4.1151912,-0.15721231,8.4160177,-1.1674597,62.466667,2.3783107,1.7310443,2.0158241,3.9352413,4.3246138,1.9307004,-0.033333333,0.02,0.01,-0.093333333,-0.02,-0.0066666667,0.0033333333,-0.026666667,0.12,0.27,0.69666667,0.21666667,0.63,3.7170776,1.736382,2.1505784,1.767874,8.607903,2.7265914,-0.53043421,-0.098394933,0.3087063,-0.37895689,-1.5707963,-0.82717355,12.633575,11.283985,-0.023333333,-0.51666667,13.012725,1.5
1964.75,1.0758095,1.1119133,-13.528663,1.3403456,5.5852818,3.0432011,2.9178751,8.2620963,3.1424495,11.39783,-7.3563224,11.734833,10.71451,-1.1764109,-5.7142668,4.2157405,6.0150465,3.9798886,4.4818276,1.371796,-6.3496595,4.3977023,10.323537,9.019045,10.190209,7.7297186,6.4937391,-0.39313791,62.466667,86.492033,2.9061408,2.4599375,3.5571308,6.8920412,1.5416525,0.64620369,2.8474245,3.8596446,3.4209542,3.8258302,4.02211,1.7453887,5.794443,1.6666667,0.038,1.3238479,2.2662834,3.8623396,40.533333,-0.033333333,-0.033333333,-0.36666667,11.06359,-15.400847,-22.344126,10.435374,-54.833109,7.3118862,7.1033221,5.6276211,5.7960578,6.3526294,5.7599527,61.633333,61.333333,69.766667,59.866667,1.5916444,15.6346,-0.099057619,0.050588715,0.939446,-0.10372643,1.2322301,-0.4347617,-1.1446043,0.25489369,-0.16100504,0.47941692,-0.38442642,0.36742222,5.2270595,0.55268899,-0.24510544,-0.54761593,-0.67656678,-0.69260444,-0.63217893,0.39047501,0.64864126,-0.89681294,-0.33674886,3.5557905,3.9138296,2.0924829,5.7394945,-0.15861693,7.5027489,1.1537448,1.7744497,-3.108884,-5.6464479,-0.057213297,18.221079,-1.0634897,68.966667,-0.83286288,2.9321216,-1.906089,-2.1947448,1.1192792,6.967601,0.12,0.18666667,0.21,0.16333333,0.013333333,-0.02,0.02,-0.013333333,0.14333333,0.24666667,0.49,0.25666667,0.63666667,-1.2693318,-0.26580311,-0.79514195,-1.1292905,-0.8720144,3.4352194,-1.5283019,-0.83733561,-0.43534479,-1.7337922,-0.038089314,-1.5106039,8.9408749,8.5119194,-0.01,-0.48333333,12.22758,1.9333333
1965.00,9.7058931,8.7307536,36.799193,4.5747534,3.8181503,38.543564,17.834633,26.029409,20.011681,29.639952,1.3862634,-45.660951,-14.700309,-0.89903433,-4.9400963,3.7710265,14.829996,15.298066,16.492456,17.888825,45.111427,7.0602263,14.616621,14.823197,20.633913,9.7721443,16.548285,3.2622174,61.233333,88.866033,4.4538346,5.4488527,-0.32602496,1.5705745,6.5663144,8.9800965,3.0299324,3.8396069,3.9619286,4.0132659,5.1770271,2.3465983,4.0308023,2.3333333,0.058333333,2.7296184,3.8412659,6.2015809,40.766667,0.33333333,-0.066666667,-0.83333333,3.8839104,6.5307573,-29.210054,-14.568253,-45.577704,7.248267,7.1066061,5.4792491,5.6914849,6.3687588,5.6583201,62.666667,64.733333,67.5,60.8,18.462422,9.6237073,-0.079868187,-0.0045716615,-0.60457099,0.42668147,-0.41933014,1.1982171,2.4271794,0.27172692,-0.20658127,-0.03855675,-1.7740079,1.8900403,2.7145888,1.4122581,-0.38101267,0.21982943,-0.77632073,-0.46938366,-1.0098504,-0.22356659,-0.59520479,-0.45722271,-0.85070214,-3.8684857,-4.1138071,-1.5856933,-5.4824405,0.80046674,-8.973569,4.5594128,2.0194522,1.7975772,1.414602,2.2033297,-2.1263282,-1.4909426,66.666667,4.3542436,4.1532863,5.2093208,6.6037673,0.35161347,-3.8891758,0.39666667,0.20666667,0.15333333,0.08,0.066666667,0.03,-0.01,-0.023333333,0.09,0.12,0.31333333,0.21666667,0.58333333,-2.2138721,-0.9865164,-0.25527475,-1.6035332,-8.5947216,7.0378706,3.6742437,-0.11095529,1.3631155,-1.0327745,0.95090774,0.84267954,8.4836335,8.2616835,0.0033333333,0.24333333,8.8575748,1.8
1965.25,5.3710611,4.4037644,0.79648034,4.4525859,5.5580827,-0.12598142,11.024212,14.774441,26.915569,7.3786679,3.1173435,68.817373,44.625763,5.0788863,0.68427023,10.008771,9.1689082,7.6684502,8.5794152,3.6722602,11.381746,0.4911851,15.05968,11.297203,13.653622,11.298362,9.3359146,-1.4319674,60.833333,89.398133,4.5291737,3.9487382,-2.4865122,2.0982306,4.5557652,6.5208108,1.6375651,4.8631189,5.4022646,4.4520794,5.8726569,2.379432,4.6782605,3.6666667,0.11733333,4.0240856,2.919721,3.9450347,40.7,-0.1,-0.23333333,-0.9,0.15772871,-17.961941,-31.512351,-36.643137,-25.631543,7.2916562,7.0928508,5.6300163,5.880533,6.3309086,5.5971866,60.666667,59.133333,69.2,59.433333,4.5048837,9.9926571,0.010124768,0.63025031,1.3109266,-0.29857387,-0.41423074,-1.9833592,-3.8253848,-0.10986034,-0.99910143,2.0014014,4.4457216,-0.39588438,-3.2663413,0.33641602,0.17908195,0.27838656,0.051714107,-0.75871275,0.61971793,0.82541808,0.2539501,0.28353494,-0.27061666,0.64012615,0.5829744,0.43758464,2.158048,-0.61014782,0.79283574,-10.207757,-4.9398983,-0.81863907,-0.1138516,-1.6257315,7.504079,-1.1918098,70.633333,2.6189909,3.4404293,1.789738,0.46311102,0.1133578,0.171123,0.10333333,-0.016666667,-0.046666667,0.01,0.016666667,0.0033333333,0.023333333,0.033333333,0.06,0.14666667,0.33333333,0.23666667,0.61333333,-0.68024295,-1.037101,-1.2783607,-0.1964176,4.6781664,-2.9408356,-0.89146805,1.1204662,1.0024066,2.7150303,0.32459268,1.2607,3.9694573,5.1123996,-0.01,0.11333333,4.824729,0.8
1965.50,8.0337119,6.8103393,13.94801,5.7747587,5.4962366,14.060114,10.658282,14.802995,4.1025245,21.313716,1.5674879,-23.56831,1.6600183,13.578285,15.810626,11.097838,8.2898297,7.4100944,7.7160201,3.2886833,5.8346633,2.3229506,15.127401,8.8131515,11.431689,8.5179547,9.2347021,6.2117826,59.8,89.902267,4.483697,5.5871537,-1.5345007,5.0561326,6.0531802,8.0737912,3.0149381,4.5645177,3.1607704,3.9296356,3.6686767,2.8275221,7.0332346,2.6666667,0.13333333,2.6541803,3.9821215,0.94317981,40.633333,0.066666667,-0.3,0.43333333,-14.368957,-42.723707,-30.467027,-30.043639,-30.946214,7.3004728,7.1209832,5.5606816,5.9260367,6.3857564,5.5333895,59.066667,58.733333,63.9,55.566667,3.7410223,10.251131,-0.007758551,-0.47889994,-1.3647829,-0.12631694,-0.8175763,-0.62022416,-0.37057865,-0.92476743,-0.77524637,-1.0392081,-1.3635563,1.192941,-2.9042722,-1.2466576,0.061578207,-0.32347905,1.6172065,1.1034084,1.9643772,-0.021033797,-0.23541726,-0.29374727,0.10895986,-0.24117206,-0.19561135,0.10944374,-1.8305939,1.2895865,-0.81607984,1.7110489,4.4768079,2.1297915,3.1114015,1.0387304,-2.4427241,-1.0656839,69.533333,1.0487434,0.99880215,1.1868876,9.3268828,2.9642103,-2.9190943,-0.0033333333,-0.0066666667,0.04,0.063333333,0.05,0.04,0.053333333,0.07,0.10666667,0.21666667,0.38,0.25,0.64333333,2.4347053,1.014151,1.1200758,1.7601577,0.22504683,-2.5998339,-2.0540369,0.22125934,-2.0381974,0.1840282,-0.33881932,-0.3086277,-2.3094487,-2.0631617,0.063333333,-1.5033333,-4.4414215,0.9
1965.75,9.5610539,11.090394,16.700441,13.660792,6.5790723,1.9762543,8.8732395,16.630884,18.024358,15.780155,-8.7575939,27.994067,19.076902,8.5687768,11.05512,5.7376851,8.0115729,10.863185,11.024371,8.1040762,11.829469,6.4095508,18.603478,3.7953208,-0.3128456,7.5804636,7.280986,5.8636908,61.933333,89.9839,4.8167972,5.8909157,1.7751022,9.5685892,5.3344677,6.1847765,4.0443627,4.6887104,3.89451,3.2979141,4.6625778,3.1744373,6.4776137,7,0.24,2.5568712,3.4047984,3.7682442,40.733333,0.26666667,-0.26666667,-0.066666667,-33.573027,-12.816416,-33.385031,-38.615171,-27.540407,7.3282185,7.1701195,5.6767538,5.9981091,6.3549496,5.5347061,60.266667,62.266667,65.9,47.533333,12.20604,30.437612,0.6972485,-0.27551352,0.92145995,0.037989377,1.6239529,-0.24236358,0.35161714,-0.6344595,-1.157378,-1.0532025,-2.0789224,-1.4448665,2.9451091,-0.0028713855,0.54188462,0.3170036,0.36952419,1.9246702,-0.7062544,0.55068032,0.078044346,0.83100257,1.2271242,3.9921685,4.1402502,0.84501318,6.7469376,-2.7219889,11.483914,-1.8667897,1.4086551,1.7318012,3.406971,-0.17050545,8.0403276,-1.102225,68.733333,2.8002784,4.1009123,2.4908872,6.4934317,3.7735601,-1.6838494,0.093333333,0.3,0.35333333,0.38,0.30666667,0.22666667,0.11666667,0.076666667,0.16,0.29666667,0.30666667,0.14,0.49333333,2.3491565,1.4357914,0.93732146,1.4843956,0.36243793,-1.3619335,-2.0721664,-0.86114134,-0.061738876,-0.76611441,1.4487549,-1.534323,21.630118,22.977462,-0.066666667,0.34333333,24.565869,1.6
